seqName,region_final,clade,source
EPI_ISL_14727230|Victoria|HA|Africa|2022-07-05,Africa,V1A.3a.2,GISAID
EPI_ISL_17125408|Victoria|HA|Africa|2022-09-15,Africa,V1A.3a.2,GISAID
EPI_ISL_16830676|Victoria|HA|Africa|2022-08-04,Africa,V1A.3a.2,GISAID
EPI_ISL_15724860|Victoria|HA|Africa|2022-09-09,Africa,V1A.3a.2,GISAID
EPI_ISL_16613702|Victoria|HA|Africa|2022-09-22,Africa,V1A.3a.2,GISAID
EPI_ISL_17102673|Victoria|HA|Africa|2022-12-22,Africa,V1A.3a.2,GISAID
EPI_ISL_16761750|Victoria|HA|Africa|2022-11-17,Africa,V1A.3a.2,GISAID
EPI_ISL_121581|Victoria|HA|Europe|2011-03-14,Europe,V1A,GISAID
EPI_ISL_154146|Victoria|HA|Europe|2011-04-20,Europe,V1A,GISAID
EPI_ISL_99959|Victoria|HA|Europe|2011-02-02,Europe,V1A,GISAID
EPI_ISL_87077|Victoria|HA|Europe|2011-01-06,Europe,V1A,GISAID
EPI_ISL_121568|Victoria|HA|Europe|2011-02-07,Europe,V1A,GISAID
EPI_ISL_90777|Victoria|HA|Europe|2011-03-01,Europe,V1A,GISAID
EPI_ISL_121585|Victoria|HA|Europe|2011-03-28,Europe,V1A,GISAID
EPI_ISL_90765|Victoria|HA|Europe|2011-02-02,Europe,V1A,GISAID
EPI_ISL_246592|Victoria|HA|Europe|2011-02-02,Europe,V1A,GISAID
EPI_ISL_121584|Victoria|HA|Europe|2011-03-22,Europe,V1A,GISAID
EPI_ISL_121567|Victoria|HA|Europe|2011-01-31,Europe,V1A,GISAID
EPI_ISL_95262|Victoria|HA|Europe|2011-07-19,Europe,V1A,GISAID
EPI_ISL_103113|Victoria|HA|Europe|2011-10-19,Europe,V1A,GISAID
EPI_ISL_368032|Victoria|HA|Europe|2011-01-26,Europe,V1A,GISAID
EPI_ISL_162170|Victoria|HA|Europe|2011-12-30,Europe,V1A,GISAID
EPI_ISL_104099|Victoria|HA|Europe|2012-01-12,Europe,V1A,GISAID
EPI_ISL_117428|Victoria|HA|Europe|2012-03-13,Europe,V1A,GISAID
EPI_ISL_246859|Victoria|HA|Europe|2012-04-20,Europe,V1A,GISAID
EPI_ISL_122723|Victoria|HA|Europe|2012-02-27,Europe,V1A,GISAID
EPI_ISL_122052|Victoria|HA|Europe|2012-02-29,Europe,V1A,GISAID
EPI_ISL_121467|Victoria|HA|Europe|2012-05-14,Europe,V1A,GISAID
EPI_ISL_138486|Victoria|HA|Europe|2012-12-03,Europe,V1A,GISAID
EPI_ISL_104503|Victoria|HA|Europe|2012-01-22,Europe,V1A,GISAID
EPI_ISL_120227|Victoria|HA|Europe|2012-04-03,Europe,V1A,GISAID
JX444063|BV|HA|Europe|2012-02-15,Europe,V1A,GenBank
EPI_ISL_246856|Victoria|HA|Europe|2012-03-13,Europe,V1A,GISAID
EPI_ISL_134054|Victoria|HA|Europe|2012-10-24,Europe,V1A,GISAID
EPI_ISL_108518|Victoria|HA|Europe|2012-01-29,Europe,V1A,GISAID
EPI_ISL_246818|Victoria|HA|Europe|2012-02-29,Europe,V1A,GISAID
EPI_ISL_132880|Victoria|HA|Europe|2012-10-30,Europe,V1A,GISAID
EPI_ISL_144862|Victoria|HA|Europe|2013-03-21,Europe,V1A,GISAID
EPI_ISL_143596|Victoria|HA|Europe|2013-03-11,Europe,V1A,GISAID
EPI_ISL_166328|Victoria|HA|Europe|2013-07-16,Europe,V1A,GISAID
EPI_ISL_145578|Victoria|HA|Europe|2013-02-26,Europe,V1A,GISAID
EPI_ISL_144831|Victoria|HA|Europe|2013-01-28,Europe,V1A,GISAID
EPI_ISL_135208|Victoria|HA|Europe|2013-01-27,Europe,V1A,GISAID
EPI_ISL_148698|Victoria|HA|Europe|2013-04-17,Europe,V1A,GISAID
EPI_ISL_145264|Victoria|HA|Europe|2013-02-25,Europe,V1A,GISAID
EPI_ISL_146025|Victoria|HA|Europe|2013-04-23,Europe,V1A,GISAID
EPI_ISL_144819|Victoria|HA|Europe|2013-03-04,Europe,V1A,GISAID
EPI_ISL_140367|Victoria|HA|Europe|2013-02-01,Europe,V1A,GISAID
EPI_ISL_143983|Victoria|HA|Europe|2013-04-02,Europe,V1A,GISAID
EPI_ISL_139644|Victoria|HA|Europe|2013-03-11,Europe,V1A,GISAID
EPI_ISL_368300|Victoria|HA|Europe|2013-03-04,Europe,V1A,GISAID
EPI_ISL_145262|Victoria|HA|Europe|2013-02-14,Europe,V1A,GISAID
EPI_ISL_163194|Victoria|HA|Europe|2014-02-14,Europe,V1A,GISAID
EPI_ISL_163364|Victoria|HA|Europe|2014-03-26,Europe,V1A,GISAID
EPI_ISL_158882|Victoria|HA|Europe|2014-02-03,Europe,V1A,GISAID
EPI_ISL_165470|Victoria|HA|Europe|2014-04-16,Europe,V1A,GISAID
EPI_ISL_170830|Victoria|HA|Europe|2014-11-29,Europe,V1A,GISAID
EPI_ISL_157645|Victoria|HA|Europe|2014-01-23,Europe,V1A,GISAID
EPI_ISL_155947|Victoria|HA|Europe|2014-01-15,Europe,V1A,GISAID
EPI_ISL_163196|Victoria|HA|Europe|2014-03-12,Europe,V1A,GISAID
EPI_ISL_165879|Victoria|HA|Europe|2014-03-07,Europe,V1A,GISAID
EPI_ISL_164282|Victoria|HA|Europe|2014-03-15,Europe,V1A,GISAID
EPI_ISL_164283|Victoria|HA|Europe|2014-03-18,Europe,V1A,GISAID
EPI_ISL_169882|Victoria|HA|Europe|2014-10-24,Europe,V1A,GISAID
EPI_ISL_158862|Victoria|HA|Europe|2014-02-10,Europe,V1A,GISAID
EPI_ISL_164284|Victoria|HA|Europe|2014-04-29,Europe,V1A,GISAID
EPI_ISL_215846|Victoria|HA|Europe|2015-11-09,Europe,V1A,GISAID
EPI_ISL_209008|Victoria|HA|Europe|2015-12-15,Europe,V1A,GISAID
EPI_ISL_215936|Victoria|HA|Europe|2015-12-07,Europe,V1A,GISAID
EPI_ISL_208149|Victoria|HA|Europe|2015-11-14,Europe,V1A,GISAID
EPI_ISL_215957|Victoria|HA|Europe|2015-12-13,Europe,V1A,GISAID
EPI_ISL_206928|Victoria|HA|Europe|2015-11-10,Europe,V1A,GISAID
EPI_ISL_208669|Victoria|HA|Europe|2015-12-29,Europe,V1A,GISAID
EPI_ISL_240926|Victoria|HA|Europe|2015-11-15,Europe,V1A,GISAID
EPI_ISL_206915|Victoria|HA|Europe|2015-11-03,Europe,V1A,GISAID
EPI_ISL_215962|Victoria|HA|Europe|2015-12-22,Europe,V1A,GISAID
EPI_ISL_202951|Victoria|HA|Europe|2015-11-10,Europe,V1A,GISAID
EPI_ISL_202548|Victoria|HA|Europe|2015-11-11,Europe,V1A,GISAID
EPI_ISL_203044|Victoria|HA|Europe|2015-10-08,Europe,V1A,GISAID
EPI_ISL_203013|Victoria|HA|Europe|2015-11-30,Europe,V1A,GISAID
EPI_ISL_213321|Victoria|HA|Europe|2015-11-18,Europe,V1A,GISAID
EPI_ISL_15084635|Victoria|HA|Europe|2016-03-07,Europe,V1A,GISAID
EPI_ISL_231547|Victoria|HA|Europe|2016-02-10,Europe,V1A,GISAID
EPI_ISL_223699|Victoria|HA|Europe|2016-03-09,Europe,V1A,GISAID
EPI_ISL_212757|Victoria|HA|Europe|2016-02-08,Europe,V1A,GISAID
EPI_ISL_224254|Victoria|HA|Europe|2016-04-12,Europe,V1A,GISAID
EPI_ISL_219347|Victoria|HA|Europe|2016-02-18,Europe,V1A,GISAID
EPI_ISL_223925|Victoria|HA|Europe|2016-03-11,Europe,V1A,GISAID
EPI_ISL_229971|Victoria|HA|Europe|2016-03-08,Europe,V1A,GISAID
EPI_ISL_229969|Victoria|HA|Europe|2016-03-10,Europe,V1A,GISAID
EPI_ISL_231895|Victoria|HA|Europe|2016-02-22,Europe,V1A,GISAID
EPI_ISL_223905|Victoria|HA|Europe|2016-03-29,Europe,V1A,GISAID
EPI_ISL_221360|Victoria|HA|Europe|2016-03-09,Europe,V1A,GISAID
EPI_ISL_224600|Victoria|HA|Europe|2016-03-23,Europe,V1A,GISAID
KY357947|BV|HA|Europe|2016-02-01,Europe,V1A,GenBank
EPI_ISL_212314|Victoria|HA|Europe|2016-02-01,Europe,V1A,GISAID
EPI_ISL_319957|Victoria|HA|Europe|2017-12-27,Europe,V1A,GISAID
EPI_ISL_319949|Victoria|HA|Europe|2017-12-28,Europe,V1A,GISAID
EPI_ISL_263075|Victoria|HA|Europe|2017-02-23,Europe,V1A,GISAID
EPI_ISL_263074|Victoria|HA|Europe|2017-03-13,Europe,V1A,GISAID
EPI_ISL_258944|Victoria|HA|Europe|2017-03-31,Europe,V1A,GISAID
EPI_ISL_267615|Victoria|HA|Europe|2017-04-19,Europe,V1A,GISAID
EPI_ISL_273869|Victoria|HA|Europe|2017-06-13,Europe,V1A,GISAID
EPI_ISL_300594|Victoria|HA|Europe|2017-12-18,Europe,V1A.1,GISAID
EPI_ISL_319899|Victoria|HA|Europe|2017-12-12,Europe,V1A,GISAID
EPI_ISL_269739|Victoria|HA|Europe|2017-04-20,Europe,V1A,GISAID
EPI_ISL_245024|Victoria|HA|Europe|2017-01-16,Europe,V1A,GISAID
EPI_ISL_253631|Victoria|HA|Europe|2017-02-13,Europe,V1A,GISAID
EPI_ISL_267654|Victoria|HA|Europe|2017-03-12,Europe,V1A,GISAID
EPI_ISL_269562|Victoria|HA|Europe|2017-04-01,Europe,V1A,GISAID
EPI_ISL_320070|Victoria|HA|Europe|2017-12-29,Europe,V1A,GISAID
EPI_ISL_321367|Victoria|HA|Europe|2018-03-02,Europe,V1A.1,GISAID
EPI_ISL_314655|Victoria|HA|Europe|2018-01-03,Europe,V1A,GISAID
EPI_ISL_314656|Victoria|HA|Europe|2018-01-24,Europe,V1A.1,GISAID
EPI_ISL_316667|Victoria|HA|Europe|2018-03-03,Europe,V1A,GISAID
EPI_ISL_316620|Victoria|HA|Europe|2018-01-17,Europe,V1A.1,GISAID
EPI_ISL_314462|Victoria|HA|Europe|2018-03-27,Europe,V1A,GISAID
EPI_ISL_316665|Victoria|HA|Europe|2018-02-20,Europe,V1A,GISAID
EPI_ISL_301654|Victoria|HA|Europe|2018-02-01,Europe,V1A.1,GISAID
EPI_ISL_316642|Victoria|HA|Europe|2018-03-01,Europe,V1A,GISAID
EPI_ISL_337245|Victoria|HA|Europe|2018-12-03,Europe,V1A.3,GISAID
EPI_ISL_320117|Victoria|HA|Europe|2018-02-12,Europe,V1A,GISAID
EPI_ISL_315497|Victoria|HA|Europe|2018-04-06,Europe,V1A.1,GISAID
EPI_ISL_308157|Victoria|HA|Europe|2018-01-31,Europe,V1A.1,GISAID
EPI_ISL_332534|Victoria|HA|Europe|2018-08-21,Europe,V1A.1,GISAID
EPI_ISL_316007|Victoria|HA|Europe|2018-01-14,Europe,V1A.1,GISAID
EPI_ISL_403362|Victoria|HA|Europe|2019-11-05,Europe,V1A.3,GISAID
EPI_ISL_476584|Victoria|HA|Europe|2019-11-15,Europe,V1A.3,GISAID
EPI_ISL_476663|Victoria|HA|Europe|2019-12-22,Europe,V1A.3,GISAID
EPI_ISL_406037|Victoria|HA|Europe|2019-10-16,Europe,V1A.1,GISAID
EPI_ISL_400331|Victoria|HA|Europe|2019-11-28,Europe,V1A.3,GISAID
EPI_ISL_476609|Victoria|HA|Europe|2019-11-28,Europe,V1A.3,GISAID
EPI_ISL_476603|Victoria|HA|Europe|2019-12-12,Europe,V1A.3,GISAID
EPI_ISL_402997|Victoria|HA|Europe|2019-12-07,Europe,V1A.3,GISAID
EPI_ISL_405581|Victoria|HA|Europe|2019-12-28,Europe,V1A.1,GISAID
EPI_ISL_476590|Victoria|HA|Europe|2019-11-20,Europe,V1A.3,GISAID
EPI_ISL_414243|Victoria|HA|Europe|2019-12-13,Europe,V1A.3,GISAID
EPI_ISL_401831|Victoria|HA|Europe|2019-11-29,Europe,V1A.3,GISAID
EPI_ISL_406081|Victoria|HA|Europe|2019-11-24,Europe,V1A.3,GISAID
EPI_ISL_411136|Victoria|HA|Europe|2019-12-27,Europe,V1A.3,GISAID
EPI_ISL_401832|Victoria|HA|Europe|2019-11-29,Europe,V1A.3,GISAID
EPI_ISL_412061|Victoria|HA|Europe|2020-02-13,Europe,V1A.3,GISAID
EPI_ISL_413526|Victoria|HA|Europe|2020-02-17,Europe,V1A.3,GISAID
EPI_ISL_9029122|Victoria|HA|Europe|2020-03-02,Europe,V1A.3,GISAID
EPI_ISL_406722|Victoria|HA|Europe|2020-01-14,Europe,V1A.3,GISAID
EPI_ISL_426593|Victoria|HA|Europe|2020-01-29,Europe,V1A.3,GISAID
EPI_ISL_435259|Victoria|HA|Europe|2020-02-10,Europe,V1A.3,GISAID
EPI_ISL_410095|Victoria|HA|Europe|2020-01-20,Europe,V1A.3,GISAID
EPI_ISL_486813|Victoria|HA|Europe|2020-03-02,Europe,V1A.3,GISAID
EPI_ISL_471069|Victoria|HA|Europe|2020-01-03,Europe,V1A.3,GISAID
EPI_ISL_467768|Victoria|HA|Europe|2020-02-20,Europe,V1A.3,GISAID
EPI_ISL_1041956|Victoria|HA|Europe|2020-12-10,Europe,V1A.3a.2,GISAID
EPI_ISL_534132|Victoria|HA|Europe|2020-01-09,Europe,V1A.3,GISAID
