seqName,region_final,clade,source
EPI_ISL_165859|Yamagata|HA|Africa|2014-03-10,Africa,Y2,GISAID
EPI_ISL_171975|Yamagata|HA|Africa|2014-10-29,Africa,Y3,GISAID
EPI_ISL_171969|Yamagata|HA|Africa|2014-12-17,Africa,Y3,GISAID
EPI_ISL_177176|Yamagata|HA|Africa|2014-12-11,Africa,Y3,GISAID
EPI_ISL_206923|Yamagata|HA|Africa|2015-02-21,Africa,Y2,GISAID
EPI_ISL_218623|Yamagata|HA|Africa|2015-11-17,Africa,Y3,GISAID
EPI_ISL_232206|Yamagata|HA|Africa|2015-09-17,Africa,Y3,GISAID
MG674745|BY|HA|Africa|2015-11-06,Africa,Y3,GenBank
EPI_ISL_203283|Yamagata|HA|Africa|2015-09-28,Africa,Y3,GISAID
EPI_ISL_192090|Yamagata|HA|Africa|2015-03-09,Africa,Y3,GISAID
EPI_ISL_205310|Yamagata|HA|Africa|2015-10-13,Africa,Y3,GISAID
EPI_ISL_217504|Yamagata|HA|Africa|2015-09-07,Africa,Y3,GISAID
EPI_ISL_193099|Yamagata|HA|Africa|2015-01-31,Africa,Y3,GISAID
EPI_ISL_206968|Yamagata|HA|Africa|2015-10-26,Africa,Y3,GISAID
EPI_ISL_206924|Yamagata|HA|Africa|2015-03-14,Africa,Y3,GISAID
MG674748|BY|HA|Africa|2015-11-20,Africa,Y3,GenBank
EPI_ISL_299879|Yamagata|HA|Africa|2015-08-11,Africa,Y3,GISAID
EPI_ISL_299881|Yamagata|HA|Africa|2015-09-08,Africa,Y3,GISAID
EPI_ISL_237676|Yamagata|HA|Africa|2015-08-05,Africa,Y3,GISAID
EPI_ISL_205807|Yamagata|HA|Africa|2015-09-09,Africa,Y3,GISAID
EPI_ISL_205311|Yamagata|HA|Africa|2015-10-15,Africa,Y3,GISAID
EPI_ISL_175109|Yamagata|HA|Africa|2015-01-06,Africa,Y3,GISAID
EPI_ISL_213312|Yamagata|HA|Africa|2015-06-09,Africa,Y3,GISAID
EPI_ISL_211971|Yamagata|HA|Africa|2015-02-03,Africa,Y3,GISAID
EPI_ISL_312422|Yamagata|HA|Africa|2015-12-15,Africa,Y3,GISAID
MG674752|BY|HA|Africa|2016-07-20,Africa,Y3,GenBank
EPI_ISL_233170|Yamagata|HA|Africa|2016-04-28,Africa,Y3,GISAID
EPI_ISL_224393|Yamagata|HA|Africa|2016-03-01,Africa,Y3,GISAID
EPI_ISL_233169|Yamagata|HA|Africa|2016-05-18,Africa,Y3,GISAID
EPI_ISL_232232|Yamagata|HA|Africa|2016-05-24,Africa,Y2,GISAID
EPI_ISL_232278|Yamagata|HA|Africa|2016-03-10,Africa,Y3,GISAID
EPI_ISL_312408|Yamagata|HA|Africa|2016-01-27,Africa,Y3,GISAID
EPI_ISL_248678|Yamagata|HA|Africa|2016-11-10,Africa,Y3,GISAID
MG674753|BY|HA|Africa|2016-07-20,Africa,Y3,GenBank
EPI_ISL_277251|Yamagata|HA|Africa|2016-12-17,Africa,Y3,GISAID
EPI_ISL_248673|Yamagata|HA|Africa|2016-11-10,Africa,Y3,GISAID
EPI_ISL_235510|Yamagata|HA|Africa|2016-04-13,Africa,Y3,GISAID
EPI_ISL_261233|Yamagata|HA|Africa|2016-10-01,Africa,Y3,GISAID
EPI_ISL_261234|Yamagata|HA|Africa|2016-10-01,Africa,Y3,GISAID
EPI_ISL_232276|Yamagata|HA|Africa|2016-03-08,Africa,Y3,GISAID
EPI_ISL_236891|Yamagata|HA|Africa|2016-03-26,Africa,Y3,GISAID
EPI_ISL_235479|Yamagata|HA|Africa|2016-05-28,Africa,Y3,GISAID
EPI_ISL_233171|Yamagata|HA|Africa|2016-04-25,Africa,Y3,GISAID
EPI_ISL_233168|Yamagata|HA|Africa|2016-05-13,Africa,Y3,GISAID
EPI_ISL_336305|Yamagata|HA|Africa|2016-03-02,Africa,Y3,GISAID
EPI_ISL_312409|Yamagata|HA|Africa|2016-02-12,Africa,Y3,GISAID
EPI_ISL_287041|Yamagata|HA|Africa|2017-01-20,Africa,Y3,GISAID
EPI_ISL_288617|Yamagata|HA|Africa|2017-11-02,Africa,Y3,GISAID
MH316179|BY|HA|Africa|2017-12-21,Africa,Y3,GenBank
MH316171|BY|HA|Africa|2017-12-01,Africa,Y3,GenBank
EPI_ISL_308619|Yamagata|HA|Africa|2017-12-18,Africa,Y3,GISAID
EPI_ISL_288642|Yamagata|HA|Africa|2017-10-23,Africa,Y3,GISAID
EPI_ISL_287665|Yamagata|HA|Africa|2017-10-09,Africa,Y3,GISAID
MG812175|BY|HA|Africa|2017-11-13,Africa,Y3,GenBank
EPI_ISL_282358|Yamagata|HA|Africa|2017-07-25,Africa,Y3,GISAID
EPI_ISL_308618|Yamagata|HA|Africa|2017-12-14,Africa,Y3,GISAID
EPI_ISL_308613|Yamagata|HA|Africa|2017-12-04,Africa,Y3,GISAID
EPI_ISL_277116|Yamagata|HA|Africa|2017-07-24,Africa,Y3,GISAID
EPI_ISL_287036|Yamagata|HA|Africa|2017-06-19,Africa,Y3,GISAID
EPI_ISL_294972|Yamagata|HA|Africa|2017-11-20,Africa,Y3,GISAID
EPI_ISL_276604|Yamagata|HA|Africa|2017-07-27,Africa,Y3,GISAID
EPI_ISL_389735|Yamagata|HA|Africa|2017-01-04,Africa,Y3,GISAID
MH316172|BY|HA|Africa|2017-12-08,Africa,Y3,GenBank
EPI_ISL_261305|Yamagata|HA|Africa|2017-03-03,Africa,Y3,GISAID
EPI_ISL_277089|Yamagata|HA|Africa|2017-07-21,Africa,Y3,GISAID
EPI_ISL_288616|Yamagata|HA|Africa|2017-11-02,Africa,Y3,GISAID
EPI_ISL_287664|Yamagata|HA|Africa|2017-10-09,Africa,Y3,GISAID
EPI_ISL_330152|Yamagata|HA|Africa|2018-03-19,Africa,Y3,GISAID
EPI_ISL_363144|Yamagata|HA|Africa|2018-02-07,Africa,Y3,GISAID
EPI_ISL_330548|Yamagata|HA|Africa|2018-02-22,Africa,Y3,GISAID
EPI_ISL_353608|Yamagata|HA|Africa|2018-10-29,Africa,Y3,GISAID
EPI_ISL_313216|Yamagata|HA|Africa|2018-02-07,Africa,Y3,GISAID
OL354465|BY|HA|Africa|2018-12-24,Africa,Y3,GenBank
EPI_ISL_331031|Yamagata|HA|Africa|2018-08-23,Africa,Y3,GISAID
MH316181|BY|HA|Africa|2018-01-05,Africa,Y3,GenBank
EPI_ISL_330329|Yamagata|HA|Africa|2018-05-16,Africa,Y3,GISAID
OL354487|BY|HA|Africa|2018-12-19,Africa,Y3,GenBank
EPI_ISL_355254|Yamagata|HA|Africa|2018-11-05,Africa,Y3,GISAID
MH356600|BY|HA|Africa|2018-01-12,Africa,Y3,GenBank
EPI_ISL_320909|Yamagata|HA|Africa|2018-06-07,Africa,Y3,GISAID
MH356610|BY|HA|Africa|2018-03-06,Africa,Y3,GenBank
EPI_ISL_313203|Yamagata|HA|Africa|2018-02-06,Africa,Y3,GISAID
EPI_ISL_321820|Yamagata|HA|Africa|2018-03-08,Africa,Y3,GISAID
MH316185|BY|HA|Africa|2018-01-11,Africa,Y3,GenBank
MH356601|BY|HA|Africa|2018-01-05,Africa,Y3,GenBank
EPI_ISL_330154|Yamagata|HA|Africa|2018-03-31,Africa,Y3,GISAID
EPI_ISL_330545|Yamagata|HA|Africa|2018-03-16,Africa,Y3,GISAID
OL354779|BY|HA|Africa|2018-02-18,Africa,Y3,GenBank
EPI_ISL_389972|Yamagata|HA|Africa|2019-06-03,Africa,Y3,GISAID
EPI_ISL_393870|Yamagata|HA|Africa|2019-01-31,Africa,Y3,GISAID
EPI_ISL_387009|Yamagata|HA|Africa|2019-01-30,Africa,Y3,GISAID
EPI_ISL_17996231|Yamagata|HA|Africa|2019-06-16,Africa,Y3,GISAID
EPI_ISL_409846|Yamagata|HA|Africa|2019-12-12,Africa,Y3,GISAID
EPI_ISL_393869|Yamagata|HA|Africa|2019-01-08,Africa,Y3,GISAID
EPI_ISL_426270|Yamagata|HA|Africa|2019-11-28,Africa,Y3,GISAID
EPI_ISL_377193|Yamagata|HA|Africa|2019-01-03,Africa,Y3,GISAID
EPI_ISL_364232|Yamagata|HA|Africa|2019-03-07,Africa,Y3,GISAID
OL354804|BY|HA|Africa|2018-12-31,Africa,Y3,GenBank
OL354717|BY|HA|Africa|2019-01-13,Africa,Y3,GenBank
EPI_ISL_17996142|Yamagata|HA|Africa|2019-10-15,Africa,Y3,GISAID
EPI_ISL_17996140|Yamagata|HA|Africa|2019-10-17,Africa,Y3,GISAID
OL354811|BY|HA|Africa|2019-03-31,Africa,Y3,GenBank
EPI_ISL_356326|Yamagata|HA|Africa|2019-01-14,Africa,Y3,GISAID
EPI_ISL_387012|Yamagata|HA|Africa|2019-01-15,Africa,Y3,GISAID
EPI_ISL_409847|Yamagata|HA|Africa|2019-12-12,Africa,Y3,GISAID
EPI_ISL_418495|Yamagata|HA|Africa|2019-12-08,Africa,Y3,GISAID
OL354472|BY|HA|Africa|2018-12-31,Africa,Y3,GenBank
EPI_ISL_121616|Yamagata|HA|Europe|2011-01-12,Europe,Y1,GISAID
JX444070|BY|HA|Europe|2011-01-15,Europe,Y1,GenBank
EPI_ISL_121614|Yamagata|HA|Europe|2011-01-10,Europe,Y1,GISAID
EPI_ISL_87081|Yamagata|HA|Europe|2011-01-04,Europe,Y2,GISAID
EPI_ISL_122312|Yamagata|HA|Europe|2011-03-22,Europe,Y1,GISAID
EPI_ISL_121617|Yamagata|HA|Europe|2011-01-24,Europe,Y1,GISAID
EPI_ISL_98586|Yamagata|HA|Europe|2011-02-28,Europe,Y1,GISAID
EPI_ISL_99966|Yamagata|HA|Europe|2011-06-01,Europe,Y1,GISAID
EPI_ISL_121625|Yamagata|HA|Europe|2011-03-21,Europe,Y1,GISAID
JX444071|BY|HA|Europe|2011-01-15,Europe,Y1,GenBank
EPI_ISL_87979|Yamagata|HA|Europe|2011-01-05,Europe,Y1,GISAID
EPI_ISL_90664|Yamagata|HA|Europe|2011-03-15,Europe,Y2,GISAID
EPI_ISL_103134|Yamagata|HA|Europe|2011-11-12,Europe,Y1,GISAID
EPI_ISL_246572|Yamagata|HA|Europe|2011-01-04,Europe,Y1,GISAID
EPI_ISL_121624|Yamagata|HA|Europe|2011-03-22,Europe,Y1,GISAID
EPI_ISL_121615|Yamagata|HA|Europe|2011-01-12,Europe,Y1,GISAID
EPI_ISL_122313|Yamagata|HA|Europe|2011-02-07,Europe,Y1,GISAID
EPI_ISL_88866|Yamagata|HA|Europe|2011-02-01,Europe,Y2,GISAID
EPI_ISL_121631|Yamagata|HA|Europe|2011-12-12,Europe,Y1,GISAID
EPI_ISL_121621|Yamagata|HA|Europe|2011-03-01,Europe,Y1,GISAID
EPI_ISL_100467|Yamagata|HA|Europe|2011-11-23,Europe,Y1,GISAID
EPI_ISL_367865|Yamagata|HA|Europe|2012-03-05,Europe,Y1,GISAID
EPI_ISL_131860|Yamagata|HA|Europe|2012-11-04,Europe,Y3,GISAID
EPI_ISL_246825|Yamagata|HA|Europe|2012-03-06,Europe,Y2,GISAID
EPI_ISL_121658|Yamagata|HA|Europe|2012-03-01,Europe,Y1,GISAID
EPI_ISL_132891|Yamagata|HA|Europe|2012-11-11,Europe,Y3,GISAID
EPI_ISL_132888|Yamagata|HA|Europe|2012-10-29,Europe,Y2,GISAID
EPI_ISL_137210|Yamagata|HA|Europe|2012-11-21,Europe,Y2,GISAID
EPI_ISL_134608|Yamagata|HA|Europe|2012-11-15,Europe,Y2,GISAID
EPI_ISL_367864|Yamagata|HA|Europe|2012-02-21,Europe,Y3,GISAID
EPI_ISL_137226|Yamagata|HA|Europe|2012-11-26,Europe,Y2,GISAID
EPI_ISL_121643|Yamagata|HA|Europe|2012-02-02,Europe,Y1,GISAID
EPI_ISL_104518|Yamagata|HA|Europe|2012-01-30,Europe,Y1,GISAID
EPI_ISL_121674|Yamagata|HA|Europe|2012-03-29,Europe,Y1,GISAID
EPI_ISL_137225|Yamagata|HA|Europe|2012-11-14,Europe,Y2,GISAID
EPI_ISL_137211|Yamagata|HA|Europe|2012-11-25,Europe,Y2,GISAID
EPI_ISL_122044|Yamagata|HA|Europe|2012-02-23,Europe,Y2,GISAID
EPI_ISL_121651|Yamagata|HA|Europe|2012-02-13,Europe,Y1,GISAID
EPI_ISL_121654|Yamagata|HA|Europe|2012-02-22,Europe,Y1,GISAID
EPI_ISL_138491|Yamagata|HA|Europe|2012-12-12,Europe,Y2,GISAID
EPI_ISL_132873|Yamagata|HA|Europe|2012-11-05,Europe,Y2,GISAID
EPI_ISL_246808|Yamagata|HA|Europe|2012-02-20,Europe,Y2,GISAID
EPI_ISL_139120|Yamagata|HA|Europe|2013-02-12,Europe,Y2,GISAID
EPI_ISL_139259|Yamagata|HA|Europe|2013-02-03,Europe,Y2,GISAID
EPI_ISL_145580|Yamagata|HA|Europe|2013-03-04,Europe,Y2,GISAID
EPI_ISL_144828|Yamagata|HA|Europe|2013-05-16,Europe,Y2,GISAID
KF928717|BY|HA|Europe|2013-03-16,Europe,Y2,GenBank
EPI_ISL_148713|Yamagata|HA|Europe|2013-03-02,Europe,Y2,GISAID
EPI_ISL_145592|Yamagata|HA|Europe|2013-04-09,Europe,Y2,GISAID
EPI_ISL_144849|Yamagata|HA|Europe|2013-03-08,Europe,Y2,GISAID
EPI_ISL_144914|Yamagata|HA|Europe|2013-04-03,Europe,Y2,GISAID
EPI_ISL_163331|Yamagata|HA|Europe|2013-02-01,Europe,Y2,GISAID
EPI_ISL_135211|Yamagata|HA|Europe|2013-01-23,Europe,Y2,GISAID
EPI_ISL_144810|Yamagata|HA|Europe|2013-02-04,Europe,Y2,GISAID
EPI_ISL_143667|Yamagata|HA|Europe|2013-03-11,Europe,Y2,GISAID
KU528991|BY|HA|Europe|2013-03-20,Europe,Y2,GenBank
EPI_ISL_144990|Yamagata|HA|Europe|2013-03-13,Europe,Y2,GISAID
EPI_ISL_141701|Yamagata|HA|Europe|2013-01-16,Europe,Y2,GISAID
EPI_ISL_145590|Yamagata|HA|Europe|2013-04-08,Europe,Y2,GISAID
EPI_ISL_145587|Yamagata|HA|Europe|2013-03-11,Europe,Y3,GISAID
KF928720|BY|HA|Europe|2013-02-18,Europe,Y2,GenBank
KU528935|BY|HA|Europe|2013-02-05,Europe,Y2,GenBank
EPI_ISL_175135|Yamagata|HA|Europe|2014-11-27,Europe,Y3,GISAID
EPI_ISL_181770|Yamagata|HA|Europe|2014-10-31,Europe,Y3,GISAID
EPI_ISL_164777|Yamagata|HA|Europe|2014-03-18,Europe,Y3,GISAID
EPI_ISL_158860|Yamagata|HA|Europe|2014-02-10,Europe,Y3,GISAID
EPI_ISL_164145|Yamagata|HA|Europe|2014-02-15,Europe,Y3,GISAID
EPI_ISL_160172|Yamagata|HA|Europe|2014-04-04,Europe,Y3,GISAID
EPI_ISL_169375|Yamagata|HA|Europe|2014-12-04,Europe,Y3,GISAID
EPI_ISL_169444|Yamagata|HA|Europe|2014-10-21,Europe,Y3,GISAID
EPI_ISL_169900|Yamagata|HA|Europe|2014-11-08,Europe,Y3,GISAID
EPI_ISL_164269|Yamagata|HA|Europe|2014-03-15,Europe,Y2,GISAID
EPI_ISL_164285|Yamagata|HA|Europe|2014-05-28,Europe,Y3,GISAID
EPI_ISL_169372|Yamagata|HA|Europe|2014-11-24,Europe,Y3,GISAID
EPI_ISL_159403|Yamagata|HA|Europe|2014-01-31,Europe,Y3,GISAID
EPI_ISL_164332|Yamagata|HA|Europe|2014-04-01,Europe,Y3,GISAID
EPI_ISL_171955|Yamagata|HA|Europe|2014-12-10,Europe,Y3,GISAID
EPI_ISL_169371|Yamagata|HA|Europe|2014-11-20,Europe,Y3,GISAID
EPI_ISL_165872|Yamagata|HA|Europe|2014-01-17,Europe,Y2,GISAID
EPI_ISL_162173|Yamagata|HA|Europe|2014-01-22,Europe,Y3,GISAID
EPI_ISL_166763|Yamagata|HA|Europe|2014-04-01,Europe,Y3,GISAID
EPI_ISL_166118|Yamagata|HA|Europe|2014-06-04,Europe,Y3,GISAID
EPI_ISL_170606|Yamagata|HA|Europe|2014-12-08,Europe,Y3,GISAID
EPI_ISL_179152|Yamagata|HA|Europe|2015-01-22,Europe,Y3,GISAID
EPI_ISL_190978|Yamagata|HA|Europe|2015-03-07,Europe,Y3,GISAID
EPI_ISL_181480|Yamagata|HA|Europe|2015-02-03,Europe,Y3,GISAID
EPI_ISL_191924|Yamagata|HA|Europe|2015-02-09,Europe,Y3,GISAID
EPI_ISL_238188|Yamagata|HA|Europe|2015-04-20,Europe,Y3,GISAID
EPI_ISL_190986|Yamagata|HA|Europe|2015-04-02,Europe,Y3,GISAID
EPI_ISL_207306|Yamagata|HA|Europe|2015-11-27,Europe,Y3,GISAID
KU529052|BY|HA|Europe|2015-03-30,Europe,Y3,GenBank
EPI_ISL_179214|Yamagata|HA|Europe|2015-01-30,Europe,Y3,GISAID
EPI_ISL_172722|Yamagata|HA|Europe|2015-01-12,Europe,Y3,GISAID
EPI_ISL_192991|Yamagata|HA|Europe|2015-04-24,Europe,Y3,GISAID
EPI_ISL_192985|Yamagata|HA|Europe|2015-02-07,Europe,Y3,GISAID
EPI_ISL_193075|Yamagata|HA|Europe|2015-02-27,Europe,Y3,GISAID
EPI_ISL_173171|Yamagata|HA|Europe|2015-01-12,Europe,Y3,GISAID
EPI_ISL_171592|Yamagata|HA|Europe|2015-01-09,Europe,Y3,GISAID
EPI_ISL_268017|Yamagata|HA|Europe|2015-01-27,Europe,Y3,GISAID
EPI_ISL_291854|Yamagata|HA|Europe|2015-02-05,Europe,Y3,GISAID
KU529060|BY|HA|Europe|2015-04-03,Europe,Y3,GenBank
EPI_ISL_179199|Yamagata|HA|Europe|2015-01-22,Europe,Y3,GISAID
EPI_ISL_192085|Yamagata|HA|Europe|2015-02-20,Europe,Y3,GISAID
EPI_ISL_177083|Yamagata|HA|Europe|2015-02-19,Europe,Y3,GISAID
EPI_ISL_273325|Yamagata|HA|Europe|2016-12-10,Europe,Y3,GISAID
EPI_ISL_242906|Yamagata|HA|Europe|2016-12-10,Europe,Y3,GISAID
EPI_ISL_234375|Yamagata|HA|Europe|2016-03-29,Europe,Y3,GISAID
EPI_ISL_261295|Yamagata|HA|Europe|2016-12-21,Europe,Y3,GISAID
EPI_ISL_237916|Yamagata|HA|Europe|2016-04-30,Europe,Y3,GISAID
EPI_ISL_244076|Yamagata|HA|Europe|2016-12-28,Europe,Y3,GISAID
EPI_ISL_237914|Yamagata|HA|Europe|2016-05-13,Europe,Y3,GISAID
EPI_ISL_215206|Yamagata|HA|Europe|2016-03-15,Europe,Y3,GISAID
EPI_ISL_291879|Yamagata|HA|Europe|2016-03-19,Europe,Y3,GISAID
EPI_ISL_219353|Yamagata|HA|Europe|2016-02-11,Europe,Y3,GISAID
EPI_ISL_231995|Yamagata|HA|Europe|2016-02-29,Europe,Y3,GISAID
EPI_ISL_220462|Yamagata|HA|Europe|2016-02-29,Europe,Y3,GISAID
EPI_ISL_249382|Yamagata|HA|Europe|2016-12-15,Europe,Y3,GISAID
EPI_ISL_261294|Yamagata|HA|Europe|2016-12-19,Europe,Y3,GISAID
EPI_ISL_224382|Yamagata|HA|Europe|2016-04-08,Europe,Y3,GISAID
EPI_ISL_237911|Yamagata|HA|Europe|2016-05-22,Europe,Y3,GISAID
EPI_ISL_239533|Yamagata|HA|Europe|2016-11-09,Europe,Y3,GISAID
EPI_ISL_212799|Yamagata|HA|Europe|2016-02-12,Europe,Y3,GISAID
EPI_ISL_224402|Yamagata|HA|Europe|2016-02-22,Europe,Y3,GISAID
EPI_ISL_220478|Yamagata|HA|Europe|2016-03-31,Europe,Y3,GISAID
EPI_ISL_237905|Yamagata|HA|Europe|2016-05-19,Europe,Y3,GISAID
EPI_ISL_269554|Yamagata|HA|Europe|2017-03-23,Europe,Y3,GISAID
EPI_ISL_309986|Yamagata|HA|Europe|2017-11-21,Europe,Y3,GISAID
EPI_ISL_291391|Yamagata|HA|Europe|2017-12-09,Europe,Y3,GISAID
EPI_ISL_286813|Yamagata|HA|Europe|2017-05-17,Europe,Y3,GISAID
EPI_ISL_292058|Yamagata|HA|Europe|2017-12-21,Europe,Y3,GISAID
EPI_ISL_262007|Yamagata|HA|Europe|2017-02-03,Europe,Y3,GISAID
EPI_ISL_292045|Yamagata|HA|Europe|2017-12-18,Europe,Y3,GISAID
EPI_ISL_294966|Yamagata|HA|Europe|2017-12-15,Europe,Y3,GISAID
EPI_ISL_261664|Yamagata|HA|Europe|2017-03-05,Europe,Y3,GISAID
EPI_ISL_270579|Yamagata|HA|Europe|2017-01-16,Europe,Y3,GISAID
EPI_ISL_293715|Yamagata|HA|Europe|2017-12-15,Europe,Y3,GISAID
EPI_ISL_304597|Yamagata|HA|Europe|2017-12-06,Europe,Y3,GISAID
EPI_ISL_292123|Yamagata|HA|Europe|2017-12-21,Europe,Y3,GISAID
EPI_ISL_286891|Yamagata|HA|Europe|2017-04-21,Europe,Y3,GISAID
EPI_ISL_291042|Yamagata|HA|Europe|2017-12-07,Europe,Y3,GISAID
EPI_ISL_300627|Yamagata|HA|Europe|2017-11-27,Europe,Y3,GISAID
EPI_ISL_293618|Yamagata|HA|Europe|2017-11-30,Europe,Y3,GISAID
EPI_ISL_304584|Yamagata|HA|Europe|2017-12-13,Europe,Y3,GISAID
EPI_ISL_288346|Yamagata|HA|Europe|2017-11-23,Europe,Y3,GISAID
EPI_ISL_295022|Yamagata|HA|Europe|2017-12-22,Europe,Y3,GISAID
EPI_ISL_308573|Yamagata|HA|Europe|2017-12-27,Europe,Y3,GISAID
EPI_ISL_305376|Yamagata|HA|Europe|2018-02-13,Europe,Y3,GISAID
EPI_ISL_311588|Yamagata|HA|Europe|2018-02-01,Europe,Y3,GISAID
EPI_ISL_299484|Yamagata|HA|Europe|2018-01-17,Europe,Y3,GISAID
EPI_ISL_302668|Yamagata|HA|Europe|2018-01-09,Europe,Y3,GISAID
EPI_ISL_308666|Yamagata|HA|Europe|2018-01-29,Europe,Y3,GISAID
EPI_ISL_321080|Yamagata|HA|Europe|2018-04-06,Europe,Y3,GISAID
EPI_ISL_302591|Yamagata|HA|Europe|2018-01-12,Europe,Y3,GISAID
EPI_ISL_299456|Yamagata|HA|Europe|2018-01-18,Europe,Y3,GISAID
EPI_ISL_299483|Yamagata|HA|Europe|2018-01-16,Europe,Y3,GISAID
EPI_ISL_320118|Yamagata|HA|Europe|2018-02-27,Europe,Y3,GISAID
